Lessebo;8 082;907;8 161;881;8 135;824;8 071;827;8 007;841;8 055;830;3 797;781;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;96,30 %;87,21 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;92,53 %;75,41 %;92,38 %;76,16 %;92,42 %;79,25 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;46,68 %;46,14 %;54,19 %;52,05 %;94,18 %;86,68 %;12,97 %;7,39 %;18,07 %;17,25 %;18,33 %;19,54 %;23,22 %;29,14 %;33,67 %;35,67 %;36,64 %;37,83 %;45,43 %;37,13 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ljungby;27 425;4 655;27 410;4 241;27 297;3 853;27 357;3 962;27 427;4 014;27 277;3 998;13 286;3 378;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;94,68 %;88,36 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;99,97 %;100,00 %;100,00 %;82,18 %;65,74 %;82,59 %;66,64 %;86,39 %;72,57 %;99,98 %;99,92 %;99,99 %;99,95 %;99,99 %;99,92 %;100,00 %;100,00 %;44,22 %;35,75 %;51,75 %;41,62 %;75,69 %;63,59 %;28,31 %;15,45 %;13,44 %;7,22 %;13,51 %;9,03 %;17,41 %;14,84 %;23,12 %;18,16 %;29,48 %;24,46 %;34,84 %;33,66 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Markaryd;9 601;1 525;9 560;1 407;9 619;1 320;9 513;1 346;9 477;1 350;9 515;1 394;4 758;1 349;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;91,43 %;85,31 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;77,76 %;64,59 %;77,67 %;63,97 %;77,86 %;69,09 %;99,34 %;98,66 %;99,45 %;99,04 %;99,96 %;99,86 %;100,00 %;100,00 %;31,38 %;24,37 %;46,43 %;38,16 %;73,62 %;58,64 %;0,48 %;1,64 %;0,06 %;0,64 %;5,87 %;3,48 %;6,48 %;3,27 %;8,26 %;3,70 %;8,74 %;5,02 %;18,73 %;8,15 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tingsryd;12 499;2 677;12 352;2 396;12 226;2 129;12 232;2 147;12 139;2 211;12 149;2 223;6 062;2 082;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;83,19 %;66,72 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;73,90 %;51,25 %;73,81 %;52,46 %;75,60 %;61,77 %;99,87 %;99,91 %;100,00 %;100,00 %;99,98 %;100,00 %;100,00 %;100,00 %;42,99 %;48,03 %;51,16 %;57,13 %;62,19 %;62,01 %;14,27 %;9,94 %;1,88 %;2,75 %;5,39 %;8,60 %;11,83 %;20,21 %;22,79 %;33,20 %;29,87 %;41,75 %;30,44 %;44,76 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uppvidinge;9 350;1 622;9 320;1 484;9 243;1 330;9 220;1 353;9 280;1 396;9 292;1 380;4 457;1 314;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;90,71 %;79,16 %;99,97 %;99,87 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;99,96 %;100,00 %;100,00 %;100,00 %;80,71 %;63,26 %;83,55 %;69,27 %;83,32 %;75,11 %;99,96 %;99,93 %;100,00 %;99,86 %;99,96 %;100,00 %;100,00 %;100,00 %;37,88 %;32,88 %;46,79 %;42,61 %;59,75 %;51,45 %;12,31 %;10,11 %;52,97 %;41,78 %;51,71 %;50,08 %;5,65 %;10,13 %;6,53 %;12,18 %;13,09 %;18,91 %;19,54 %;23,67 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Växjö;81 066;9 323;82 015;8 804;83 002;8 709;83 706;9 004;84 795;9 396;85 821;9 573;41 934;9 840;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;95,85 %;88,99 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;90,53 %;75,18 %;87,84 %;75,64 %;90,85 %;84,20 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;82,96 %;77,92 %;86,52 %;81,40 %;95,07 %;89,26 %;70,66 %;49,68 %;56,22 %;39,89 %;55,28 %;41,52 %;62,33 %;53,85 %;65,04 %;55,30 %;67,97 %;60,33 %;74,77 %;59,59 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Älmhult;15 400;2 540;15 555;2 338;15 588;2 133;15 614;2 191;15 708;2 236;15 752;2 259;7 448;1 930;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;90,10 %;76,61 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;77,10 %;55,08 %;76,35 %;54,41 %;76,62 %;59,02 %;99,81 %;99,63 %;99,99 %;99,96 %;100,00 %;100,00 %;100,00 %;100,00 %;43,26 %;31,22 %;51,73 %;44,44 %;77,12 %;72,69 %;23,69 %;12,95 %;2,31 %;1,50 %;4,62 %;2,34 %;18,34 %;8,85 %;30,73 %;22,32 %;34,41 %;32,23 %;45,25 %;41,45 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arjeplog;3 150;755;3 148;664;3 166;600;3 124;636;3 063;649;2 988;660;1 521;673;95,90 %;94,17 %;99,52 %;99,70 %;99,53 %;99,33 %;99,65 %;99,37 %;99,51 %;99,38 %;99,93 %;99,85 %;100,00 %;100,00 %;72,48 %;55,23 %;80,69 %;68,67 %;79,34 %;71,50 %;78,71 %;71,07 %;86,16 %;78,12 %;90,56 %;84,55 %;100,00 %;100,00 %;61,08 %;48,48 %;58,26 %;46,39 %;59,03 %;53,50 %;59,15 %;53,46 %;85,01 %;77,04 %;89,69 %;83,79 %;99,34 %;99,11 %;29,02 %;31,59 %;28,95 %;29,55 %;47,27 %;34,47 %;29,27 %;24,64 %;8,07 %;10,24 %;14,09 %;16,50 %;14,12 %;17,77 %;17,17 %;20,03 %;16,47 %;17,88 %;35,11 %;23,92 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arvidsjaur;6 665;1 284;6 622;1 135;6 529;981;6 494;1 026;6 467;1 043;6 471;1 067;3 305;1 075;99,79 %;99,69 %;99,95 %;100,00 %;99,95 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;89,41 %;75,70 %;94,35 %;88,99 %;94,35 %;91,85 %;95,92 %;93,18 %;96,97 %;95,21 %;96,65 %;94,85 %;100,00 %;100,00 %;87,19 %;71,34 %;87,45 %;72,33 %;87,78 %;79,61 %;87,77 %;78,56 %;93,34 %;89,55 %;96,07 %;93,72 %;99,46 %;98,79 %;70,19 %;62,42 %;73,50 %;67,95 %;69,65 %;62,05 %;80,24 %;57,32 %;66,84 %;53,30 %;64,01 %;60,45 %;67,28 %;59,65 %;66,83 %;59,92 %;70,55 %;66,64 %;61,82 %;54,70 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boden;27 529;3 122;27 402;2 952;27 466;2 742;27 640;2 903;27 595;3 027;27 835;3 088;14 522;3 154;99,97 %;99,94 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;97,16 %;92,28 %;99,82 %;99,53 %;99,81 %;99,64 %;99,82 %;99,62 %;99,83 %;99,57 %;99,61 %;99,26 %;100,00 %;100,00 %;84,47 %;76,07 %;84,04 %;76,83 %;87,99 %;83,26 %;94,49 %;89,84 %;97,28 %;93,46 %;97,99 %;95,50 %;99,97 %;99,94 %;52,51 %;45,23 %;62,81 %;57,03 %;89,24 %;78,82 %;34,82 %;24,86 %;29,07 %;20,16 %;43,57 %;34,50 %;46,38 %;37,41 %;47,54 %;38,65 %;55,12 %;47,18 %;79,31 %;60,72 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gällivare;18 707;2 084;18 537;1 860;18 429;1 825;18 329;1 943;18 310;2 048;18 342;2 081;8 973;2 069;99,40 %;98,56 %;99,44 %;99,41 %;99,45 %;99,40 %;99,45 %;99,49 %;99,44 %;99,46 %;99,48 %;99,33 %;99,98 %;100,00 %;94,56 %;89,49 %;97,75 %;96,29 %;97,62 %;97,04 %;97,47 %;96,40 %;98,27 %;97,07 %;98,22 %;96,83 %;99,98 %;100,00 %;85,42 %;79,27 %;86,33 %;82,26 %;85,32 %;83,62 %;85,34 %;82,76 %;97,17 %;95,21 %;97,95 %;96,59 %;99,88 %;99,52 %;38,71 %;31,93 %;45,79 %;39,21 %;83,54 %;76,56 %;29,77 %;24,09 %;24,61 %;17,53 %;24,60 %;23,45 %;32,94 %;22,49 %;24,93 %;19,24 %;32,28 %;27,25 %;48,58 %;33,45 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haparanda;10 169;1 217;10 108;1 083;10 055;1 017;10 037;1 078;9 900;1 103;9 882;1 112;5 073;1 054;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;95,15 %;89,98 %;99,97 %;100,00 %;99,97 %;99,90 %;99,93 %;99,63 %;99,97 %;99,91 %;99,52 %;98,92 %;100,00 %;100,00 %;79,82 %;74,69 %;83,67 %;78,12 %;83,56 %;78,66 %;83,60 %;79,13 %;95,68 %;90,75 %;95,70 %;92,00 %;100,00 %;100,00 %;49,10 %;40,98 %;53,39 %;45,77 %;68,46 %;46,87 %;36,94 %;28,10 %;31,96 %;22,07 %;32,14 %;23,70 %;33,01 %;24,12 %;32,19 %;24,93 %;35,29 %;29,86 %;43,43 %;21,73 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jokkmokk;5 300;1 132;5 205;950;5 165;918;5 115;938;5 082;991;5 062;977;2 542;997;98,55 %;97,53 %;99,88 %;99,79 %;99,88 %;99,78 %;100,00 %;99,89 %;99,70 %;100,00 %;99,59 %;99,59 %;99,84 %;99,40 %;82,51 %;68,82 %;89,51 %;83,37 %;89,51 %;87,25 %;90,36 %;88,06 %;94,61 %;93,14 %;94,96 %;93,35 %;99,84 %;99,40 %;81,57 %;67,05 %;80,13 %;72,74 %;80,89 %;80,72 %;81,41 %;79,96 %;93,33 %;91,02 %;94,13 %;92,02 %;99,53 %;99,10 %;63,48 %;66,20 %;65,53 %;70,21 %;71,48 %;67,00 %;64,30 %;50,88 %;32,93 %;30,42 %;53,13 %;56,86 %;54,19 %;57,46 %;59,39 %;61,25 %;61,73 %;66,12 %;67,11 %;60,38 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kalix;17 171;2 350;16 935;2 214;16 748;2 121;16 601;2 189;16 527;2 205;16 394;2 243;8 330;2 276;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;98,07 %;94,47 %;99,87 %;99,64 %;99,84 %;99,48 %;99,84 %;99,41 %;99,95 %;99,73 %;99,91 %;99,51 %;100,00 %;100,00 %;79,96 %;77,32 %;81,10 %;79,04 %;80,86 %;80,25 %;81,19 %;80,54 %;99,63 %;99,00 %;99,61 %;98,97 %;100,00 %;100,00 %;27,39 %;24,94 %;34,15 %;31,39 %;74,19 %;62,35 %;20,50 %;16,43 %;14,05 %;10,89 %;12,82 %;10,99 %;15,32 %;12,33 %;14,91 %;10,88 %;19,41 %;15,43 %;30,92 %;18,06 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kiruna;23 099;2 516;22 969;2 337;22 944;2 367;22 967;2 487;22 972;2 595;23 196;2 671;11 529;2 559;99,02 %;97,34 %;99,81 %;99,70 %;99,80 %;99,70 %;99,84 %;99,72 %;99,85 %;99,73 %;99,83 %;99,74 %;99,98 %;99,96 %;94,52 %;89,03 %;98,47 %;98,37 %;99,32 %;97,38 %;99,22 %;97,67 %;99,49 %;99,00 %;99,42 %;99,14 %;99,98 %;99,96 %;82,53 %;78,97 %;82,60 %;81,17 %;83,34 %;81,07 %;98,21 %;94,65 %;97,85 %;96,45 %;97,84 %;96,22 %;99,94 %;99,73 %;57,84 %;52,64 %;63,43 %;60,28 %;88,71 %;79,21 %;58,07 %;46,74 %;43,70 %;37,78 %;44,33 %;39,59 %;48,36 %;43,26 %;46,88 %;40,19 %;48,59 %;43,99 %;62,64 %;43,30 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luleå;73 410;7 708;73 954;7 341;74 181;7 355;74 427;7 535;74 906;7 795;75 384;8 062;37 931;8 011;99,99 %;99,95 %;100,00 %;99,97 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;98,33 %;96,60 %;99,95 %;99,84 %;99,95 %;99,90 %;99,94 %;99,83 %;99,94 %;99,82 %;99,92 %;99,73 %;100,00 %;100,00 %;93,13 %;89,35 %;89,82 %;87,62 %;91,14 %;90,41 %;99,08 %;98,21 %;99,73 %;99,15 %;99,70 %;99,06 %;99,99 %;99,99 %;76,39 %;71,99 %;81,66 %;77,61 %;89,44 %;80,19 %;78,70 %;66,13 %;56,40 %;49,15 %;56,93 %;52,17 %;62,47 %;57,12 %;64,81 %;57,60 %;73,48 %;68,43 %;79,07 %;64,59 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pajala;6 430;1 513;6 310;1 250;6 283;1 106;6 271;1 175;6 280;1 222;6 300;1 253;3 291;1 222;97,56 %;95,90 %;99,37 %;98,56 %;99,36 %;99,28 %;99,63 %;99,40 %;99,76 %;99,59 %;99,84 %;99,92 %;99,82 %;99,75 %;83,19 %;73,17 %;87,54 %;82,32 %;87,94 %;84,54 %;86,70 %;82,13 %;86,39 %;81,01 %;88,32 %;83,32 %;99,82 %;99,75 %;78,46 %;67,02 %;78,10 %;68,24 %;78,27 %;72,15 %;79,13 %;71,15 %;79,36 %;71,36 %;84,60 %;77,57 %;98,09 %;96,97 %;57,87 %;52,37 %;61,29 %;55,07 %;61,35 %;51,80 %;53,13 %;40,52 %;51,70 %;42,24 %;51,04 %;46,65 %;53,05 %;46,89 %;56,58 %;50,90 %;60,17 %;53,47 %;59,74 %;49,18 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piteå;40 906;4 761;40 864;4 599;40 896;4 369;40 946;4 553;41 082;4 711;41 282;4 842;20 044;4 867;99,90 %;99,71 %;99,99 %;99,96 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;96,60 %;91,47 %;99,46 %;98,65 %;99,55 %;99,02 %;99,56 %;99,10 %;99,81 %;99,70 %;99,77 %;99,67 %;100,00 %;100,00 %;91,90 %;83,76 %;89,28 %;82,02 %;93,04 %;89,49 %;96,27 %;93,50 %;99,39 %;99,15 %;99,45 %;99,13 %;99,98 %;99,92 %;74,91 %;70,62 %;77,43 %;73,46 %;87,44 %;78,30 %;75,88 %;62,00 %;52,35 %;49,42 %;62,17 %;61,02 %;66,26 %;64,90 %;69,54 %;67,29 %;71,84 %;70,53 %;71,95 %;61,95 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Älvsbyn;8 466;1 292;8 388;1 197;8 336;1 090;8 254;1 129;8 201;1 175;8 169;1 183;4 082;1 167;99,96 %;99,85 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;91,89 %;84,13 %;99,33 %;98,33 %;99,38 %;98,90 %;99,45 %;98,76 %;99,88 %;99,74 %;99,64 %;99,24 %;100,00 %;100,00 %;84,44 %;72,14 %;84,30 %;72,35 %;84,15 %;75,05 %;84,83 %;75,02 %;99,67 %;99,32 %;99,41 %;98,73 %;100,00 %;100,00 %;33,96 %;27,32 %;35,73 %;27,73 %;51,84 %;38,56 %;36,13 %;26,24 %;22,23 %;16,62 %;21,62 %;18,26 %;23,19 %;18,87 %;25,17 %;21,62 %;26,37 %;21,64 %;38,17 %;30,59 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Överkalix;3 710;835;3 665;756;3 607;681;3 545;686;3 494;703;3 433;702;1 829;721;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;92,26 %;84,67 %;97,35 %;94,71 %;97,59 %;95,59 %;97,18 %;94,61 %;98,43 %;97,01 %;97,58 %;95,58 %;100,00 %;100,00 %;83,40 %;73,65 %;81,75 %;72,09 %;82,06 %;76,80 %;82,09 %;75,66 %;98,08 %;96,73 %;97,15 %;95,44 %;99,73 %;99,72 %;22,50 %;19,63 %;28,37 %;25,21 %;38,33 %;22,47 %;29,14 %;22,75 %;4,04 %;4,76 %;3,63 %;4,55 %;11,31 %;9,18 %;14,37 %;10,67 %;16,31 %;13,96 %;24,55 %;10,54 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Övertorneå;4 971;1 002;4 919;860;4 811;820;4 807;880;4 769;891;4 708;923;2 483;938;98,55 %;97,60 %;99,47 %;98,60 %;99,42 %;98,78 %;99,90 %;99,66 %;99,77 %;99,55 %;100,00 %;100,00 %;100,00 %;100,00 %;86,90 %;75,95 %;92,54 %;85,23 %;92,35 %;86,46 %;93,01 %;86,93 %;93,77 %;87,88 %;96,43 %;94,91 %;100,00 %;100,00 %;81,61 %;70,36 %;73,86 %;62,44 %;73,42 %;68,17 %;78,12 %;73,41 %;80,16 %;74,75 %;90,93 %;89,92 %;99,96 %;100,00 %;27,09 %;34,12 %;59,18 %;58,94 %;60,65 %;61,09 %;40,39 %;40,12 %;16,20 %;21,86 %;15,32 %;24,27 %;25,77 %;33,64 %;27,09 %;34,12 %;51,23 %;52,65 %;48,25 %;58,21 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bjuv;14 623;1 034;14 820;997;14 848;920;14 858;946;14 874;1 024;14 810;1 027;6 299;995;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;99,50 %;98,26 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;92,06 %;78,14 %;92,41 %;81,14 %;92,32 %;84,46 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;48,89 %;36,52 %;55,31 %;45,96 %;83,43 %;76,48 %;16,54 %;11,70 %;22,20 %;12,04 %;21,71 %;11,41 %;21,87 %;13,00 %;24,79 %;13,18 %;25,19 %;15,87 %;29,59 %;11,66 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bromölla;12 204;907;12 289;847;12 276;819;12 371;858;12 258;905;12 337;906;5 653;892;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;93,70 %;83,68 %;100,00 %;100,00 %;100,00 %;100,00 %;99,97 %;100,00 %;99,98 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;82,75 %;67,36 %;82,66 %;69,07 %;82,89 %;75,58 %;99,96 %;100,00 %;99,98 %;100,00 %;99,98 %;100,00 %;100,00 %;100,00 %;68,35 %;58,45 %;74,61 %;62,47 %;79,34 %;64,46 %;5,32 %;3,97 %;1,13 %;2,48 %;2,69 %;3,54 %;3,99 %;4,31 %;21,59 %;18,01 %;23,44 %;21,63 %;31,03 %;24,44 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Burlöv;16 210;1 122;16 501;1 124;16 689;1 177;16 822;1 226;16 985;1 277;17 090;1 288;7 187;1 278;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;97,84 %;95,45 %;97,81 %;96,17 %;98,66 %;97,45 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;96,79 %;96,01 %;98,24 %;97,36 %;100,00 %;100,00 %;40,68 %;24,87 %;29,45 %;12,81 %;45,18 %;21,50 %;52,21 %;26,26 %;52,55 %;26,23 %;52,71 %;29,66 %;61,47 %;33,96 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Båstad;14 089;2 422;14 151;2 223;14 157;2 102;14 117;2 125;14 144;2 227;14 141;2 265;7 169;2 482;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;98,22 %;96,20 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;86,56 %;74,69 %;86,93 %;75,62 %;87,21 %;79,31 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;43,18 %;41,09 %;56,38 %;51,66 %;75,67 %;71,03 %;23,65 %;17,92 %;6,40 %;5,94 %;9,63 %;9,13 %;12,01 %;11,11 %;16,43 %;13,29 %;32,69 %;26,75 %;51,40 %;51,37 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eslöv;31 089;3 193;31 240;3 065;31 565;2 807;31 702;2 961;31 713;3 006;31 895;3 119;14 089;2 996;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;97,18 %;91,51 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;85,25 %;68,15 %;85,04 %;69,56 %;85,34 %;74,56 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;60,01 %;48,24 %;62,99 %;50,37 %;79,52 %;67,39 %;38,45 %;24,65 %;28,54 %;16,48 %;29,74 %;20,41 %;32,34 %;21,92 %;33,89 %;22,39 %;34,65 %;24,05 %;47,92 %;26,34 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Helsingborg;126 635;10 705;128 231;10 589;129 045;10 627;130 488;10 887;131 868;11 480;132 834;11 639;64 313;12 844;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;99,74 %;99,27 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;97,32 %;94,05 %;96,37 %;93,84 %;97,51 %;96,02 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;88,22 %;85,37 %;89,30 %;86,94 %;96,75 %;93,64 %;74,17 %;70,84 %;60,58 %;56,85 %;61,72 %;57,06 %;65,33 %;62,32 %;65,17 %;59,02 %;70,46 %;64,55 %;83,80 %;71,78 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hässleholm;50 016;6 541;50 050;6 078;50 127;5 447;50 181;5 623;50 184;5 855;50 246;5 933;23 708;5 768;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;94,85 %;85,54 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;80,52 %;62,87 %;80,04 %;65,63 %;88,46 %;76,63 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;100,00 %;48,26 %;38,31 %;51,69 %;42,85 %;72,35 %;56,74 %;23,39 %;17,17 %;16,45 %;11,68 %;17,70 %;13,90 %;21,44 %;17,14 %;22,63 %;16,93 %;23,92 %;20,01 %;32,66 %;20,23 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
